,store_id,lable
81,817aff55-3512-4a2f-a9b1-5c637acd8acb,0
82,86a8959d-7aee-4bcb-ac60-bec34be4959c,0
83,86a8959d-7aee-4bcb-ac60-bec34be4959c,0
84,87e98b63-febc-4fb1-92af-7001dc5588c5,0
85,87e98b63-febc-4fb1-92af-7001dc5588c5,0
86,8c0257b7-b7bd-4185-81be-0b8a4370e696,1
87,919e37e6-58a2-7865-73df-923bde3ca938,1
88,a6fe1ad0-22d7-4de4-85ea-6c37934b88a3,1
89,a6fe1ad0-22d7-4de4-85ea-6c37934b88a3,1
90,a6fe1ad0-22d7-4de4-85ea-6c37934b88a3,1
91,b1a11bbf-80d5-4226-a6a8-ceb3a4d12ac2,0
92,b1a11bbf-80d5-4226-a6a8-ceb3a4d12ac2,0
93,b1a11bbf-80d5-4226-a6a8-ceb3a4d12ac2,0
94,b1a11bbf-80d5-4226-a6a8-ceb3a4d12ac2,0
95,b1a11bbf-80d5-4226-a6a8-ceb3a4d12ac2,0
96,b5908dd0-3c85-484d-b17c-9aa9ec292095,0
97,b5908dd0-3c85-484d-b17c-9aa9ec292095,0
98,b802140d-a577-4be1-9f6f-360911a0a589,0
99,b802140d-a577-4be1-9f6f-360911a0a589,0
100,b802140d-a577-4be1-9f6f-360911a0a589,0
101,b802140d-a577-4be1-9f6f-360911a0a589,0
102,b802140d-a577-4be1-9f6f-360911a0a589,0
103,b802140d-a577-4be1-9f6f-360911a0a589,0
104,bc941aa8-d57c-4094-a1be-6d42ee97afc2,0
105,bc941aa8-d57c-4094-a1be-6d42ee97afc2,0
106,bc941aa8-d57c-4094-a1be-6d42ee97afc2,0
107,bc941aa8-d57c-4094-a1be-6d42ee97afc2,0
108,bc941aa8-d57c-4094-a1be-6d42ee97afc2,0
109,bc941aa8-d57c-4094-a1be-6d42ee97afc2,0
110,c06e347f-ed51-4ee7-b4f1-b914712bf1f6,0
111,c06e347f-ed51-4ee7-b4f1-b914712bf1f6,0
112,c06e347f-ed51-4ee7-b4f1-b914712bf1f6,0
113,c2f25f45-6b02-4808-8f08-eaa416b1e826,0
114,c2f25f45-6b02-4808-8f08-eaa416b1e826,0
115,c2f25f45-6b02-4808-8f08-eaa416b1e826,0
116,c6514037-015a-46b8-a3fa-606a37a08f66,1
117,c6514037-015a-46b8-a3fa-606a37a08f66,0
118,c6514037-015a-46b8-a3fa-606a37a08f66,0
119,c6514037-015a-46b8-a3fa-606a37a08f66,1
120,c6514037-015a-46b8-a3fa-606a37a08f66,0
121,c8b4739d-2cd5-621b-ccc3-9ead76ac9bc4,1
122,c8b4739d-2cd5-621b-ccc3-9ead76ac9bc4,1
123,c8b4739d-2cd5-621b-ccc3-9ead76ac9bc4,1
124,c9766e26-4b0e-fd25-82ad-7265be985103,0
125,cea51a1e-d9fa-43c3-aed0-2b4c65f1aa72,0
126,dd9fc78c-584e-8a95-0da7-a05714b16d72,1
127,dd9fc78c-584e-8a95-0da7-a05714b16d72,1
128,dd9fc78c-584e-8a95-0da7-a05714b16d72,1
129,f40bcf2c-5f5a-9152-e89d-383cec40a6c3,0
130,f54ed61c-8751-445d-97d8-55f49479a7f8,0
131,f6dc11f2-ce41-4252-9b67-f10ec872b08e,0
132,fd437de4-b33e-4adc-b008-59a6ddf3a3a3,0
133,fd437de4-b33e-4adc-b008-59a6ddf3a3a3,0
134,fd437de4-b33e-4adc-b008-59a6ddf3a3a3,1
135,ffbdabf4-f2f8-5a84-251a-e8d450e1f2be,0
136,0106d744-14f0-4477-902d-58240ec67d3f,0
137,023c272a-9ce4-4003-0cd4-00ac43f52f2b,0
138,023c272a-9ce4-4003-0cd4-00ac43f52f2b,0
139,0340ab98-f326-ad64-c29a-786d3f14f2d0,0
140,0340ab98-f326-ad64-c29a-786d3f14f2d0,0
141,0340ab98-f326-ad64-c29a-786d3f14f2d0,0
142,03908e06-4498-468a-a596-de7c1f097e71,0
143,03908e06-4498-468a-a596-de7c1f097e71,0
144,073fd998-e6ed-4607-8e2b-0086bd1bcc9b,0
145,073fd998-e6ed-4607-8e2b-0086bd1bcc9b,0
146,073fd998-e6ed-4607-8e2b-0086bd1bcc9b,0
147,132602d5-3458-41b8-afb4-a03b2449b961,0
148,132602d5-3458-41b8-afb4-a03b2449b961,0
149,23eb96b4-8658-46b2-bca1-360152c082a5,0
150,23eb96b4-8658-46b2-bca1-360152c082a5,0
151,29dae6f3-7a1a-401d-eb2d-7bc868e06a4a,0
152,29dae6f3-7a1a-401d-eb2d-7bc868e06a4a,0
153,29dae6f3-7a1a-401d-eb2d-7bc868e06a4a,0
154,2cb85d52-1b57-42a5-b81b-53945e560cb3,1
155,2cb85d52-1b57-42a5-b81b-53945e560cb3,1
156,30366b66-ebef-4433-88ea-7b30a94a2a9d,1
157,30366b66-ebef-4433-88ea-7b30a94a2a9d,1
158,3152a12f-18ed-4fd5-9d92-3a945b2f579f,1
159,3152a12f-18ed-4fd5-9d92-3a945b2f579f,1
160,3152a12f-18ed-4fd5-9d92-3a945b2f579f,1
161,331f8e4e-6739-4fbf-984e-f3ac221e5783,0
162,331f8e4e-6739-4fbf-984e-f3ac221e5783,1
163,36f35404-4f0a-41a8-b938-0b21b30745e1,0
164,36f35404-4f0a-41a8-b938-0b21b30745e1,0
165,36f35404-4f0a-41a8-b938-0b21b30745e1,0
166,36f35404-4f0a-41a8-b938-0b21b30745e1,0
167,8c487854-f060-4f89-828c-4af7f77e44bf,0
168,8c487854-f060-4f89-828c-4af7f77e44bf,0
169,38d69a62-a067-9748-3613-fee84676423a,0
170,38d69a62-a067-9748-3613-fee84676423a,0
171,38d69a62-a067-9748-3613-fee84676423a,0
172,3a2453f7-3e0e-47e8-afe5-e5932582371c,0
173,146e0922-f899-4db8-b281-fd8abb858e02,0
174,146e0922-f899-4db8-b281-fd8abb858e02,0
175,f34f0003-0070-4daf-9d12-53855903f3bc,0
176,f34f0003-0070-4daf-9d12-53855903f3bc,0
177,39ec6421-075d-43df-aff9-3f8612757333,0
178,39ec6421-075d-43df-aff9-3f8612757333,0
179,3a3c11d9-5a3f-fa2b-ce45-018d94c8a62a,0
180,3d48d1b5-55d7-45e8-a718-c8df5ef15c6d,0
181,3d48d1b5-55d7-45e8-a718-c8df5ef15c6d,0
182,3d48d1b5-55d7-45e8-a718-c8df5ef15c6d,0
183,3d9d5c25-652f-420f-9873-0794964d61f4,0
184,3d9d5c25-652f-420f-9873-0794964d61f4,0
185,3d9d5c25-652f-420f-9873-0794964d61f4,0
186,4f29f14f-f850-661f-6180-90d0a935b74a,0
187,4f29f14f-f850-661f-6180-90d0a935b74a,0
188,4f29f14f-f850-661f-6180-90d0a935b74a,0
189,4f29f14f-f850-661f-6180-90d0a935b74a,0
190,4f29f14f-f850-661f-6180-90d0a935b74a,0
191,4f29f14f-f850-661f-6180-90d0a935b74a,0
192,525085e2-029f-4391-b5ed-9e9401e687a9,1
193,525085e2-029f-4391-b5ed-9e9401e687a9,1
194,583027d5-7ca1-499c-85be-41acec91cd43,0
195,583027d5-7ca1-499c-85be-41acec91cd43,0
196,583027d5-7ca1-499c-85be-41acec91cd43,0
197,5a5b5f12-6ff7-4f1c-b4b8-6cc2230055d0,0
198,5a5b5f12-6ff7-4f1c-b4b8-6cc2230055d0,0
199,5a5b5f12-6ff7-4f1c-b4b8-6cc2230055d0,0
200,61102523-4781-4f53-aea1-afb2e60d8360,0
201,6403ff96-7459-4c54-8f37-a55610c884c0,0
202,6403ff96-7459-4c54-8f37-a55610c884c0,0
203,6768d570-01aa-4962-8fc5-38790b1150f1,0
204,6768d570-01aa-4962-8fc5-38790b1150f1,0
205,6768d570-01aa-4962-8fc5-38790b1150f1,0
206,6768d570-01aa-4962-8fc5-38790b1150f1,0
207,698f3806-5144-499e-a7ff-9fd91c97017b,0
208,733e9fd8-1c40-ec9f-c05c-62f06fdfd0ec,0
209,733e9fd8-1c40-ec9f-c05c-62f06fdfd0ec,0
210,733e9fd8-1c40-ec9f-c05c-62f06fdfd0ec,0
211,75212d66-fe76-4c94-b9ab-3a02884526df,0
212,75212d66-fe76-4c94-b9ab-3a02884526df,0
213,75212d66-fe76-4c94-b9ab-3a02884526df,0
214,760d5735-3a9d-4397-8960-9df3703a506d,1
215,760d5735-3a9d-4397-8960-9df3703a506d,1
216,760d5735-3a9d-4397-8960-9df3703a506d,1
217,760d5735-3a9d-4397-8960-9df3703a506d,1
218,760d5735-3a9d-4397-8960-9df3703a506d,1
219,7a146bb2-b29c-ccaf-fd82-67f2e789fc8d,0
220,7a146bb2-b29c-ccaf-fd82-67f2e789fc8d,0
221,7a146bb2-b29c-ccaf-fd82-67f2e789fc8d,0
222,7e434627-50bf-9678-36c1-1faccd979593,1
223,7e434627-50bf-9678-36c1-1faccd979593,1
224,8804d526-cfc1-4ce1-8168-cad9163caf71,1
225,88308267-ecac-464d-bc95-28dfbf2484bd,0
226,88308267-ecac-464d-bc95-28dfbf2484bd,0
227,88308267-ecac-464d-bc95-28dfbf2484bd,0
228,8c986689-0c33-e88e-9975-b8d41e4e456b,1
229,8c986689-0c33-e88e-9975-b8d41e4e456b,0
230,8c986689-0c33-e88e-9975-b8d41e4e456b,0
231,8e663dcc-2a60-4c92-9aec-03600ff8f424,1
232,8e663dcc-2a60-4c92-9aec-03600ff8f424,1
233,8e663dcc-2a60-4c92-9aec-03600ff8f424,1
234,8e663dcc-2a60-4c92-9aec-03600ff8f424,1
235,8e663dcc-2a60-4c92-9aec-03600ff8f424,1
236,936d79fc-0984-424c-b359-a5fd13b9bb50,0
237,936d79fc-0984-424c-b359-a5fd13b9bb50,0
238,936d79fc-0984-424c-b359-a5fd13b9bb50,0
239,99216a3e-f477-42ab-ad1a-dedf1a21f1ea,0
240,99216a3e-f477-42ab-ad1a-dedf1a21f1ea,0
241,99216a3e-f477-42ab-ad1a-dedf1a21f1ea,0
242,9f0b6cd1-d63b-4b86-9de1-c1864dca63ec,0
243,a09dda33-fb04-4c1b-869f-38791abb1d6d,1
244,a09dda33-fb04-4c1b-869f-38791abb1d6d,1
245,a1bf44ed-4de4-41c0-b373-1a4e4abea869,0
246,a1bf44ed-4de4-41c0-b373-1a4e4abea869,0
247,a1bf44ed-4de4-41c0-b373-1a4e4abea869,0
248,a2e077c8-3459-4df4-b8d1-ad39f1c21013,0
249,a2e077c8-3459-4df4-b8d1-ad39f1c21013,0
250,a40bf254-0ee3-48dd-9d7c-4fcbe5fd43c9,0
251,a40bf254-0ee3-48dd-9d7c-4fcbe5fd43c9,1
252,a40bf254-0ee3-48dd-9d7c-4fcbe5fd43c9,0
253,a617d95b-2884-43c6-a4ba-65e19235202f,1
254,a617d95b-2884-43c6-a4ba-65e19235202f,1
255,a617d95b-2884-43c6-a4ba-65e19235202f,1
256,a93587df-0865-45f0-bda1-e23b2c1775d4,0
257,a93587df-0865-45f0-bda1-e23b2c1775d4,0
258,a93587df-0865-45f0-bda1-e23b2c1775d4,0
259,b1e16f8c-f246-4a13-a432-03e98b14d9c3,0
260,b1e16f8c-f246-4a13-a432-03e98b14d9c3,0
261,cba0ddbd-e230-45b1-970e-295fcd34a220,1
262,cba0ddbd-e230-45b1-970e-295fcd34a220,1
263,cba0ddbd-e230-45b1-970e-295fcd34a220,0
264,cbd49b22-61fa-4c43-8ff7-832fa2528fcb,0
265,cbd49b22-61fa-4c43-8ff7-832fa2528fcb,0
266,cbd49b22-61fa-4c43-8ff7-832fa2528fcb,0
267,cf34242d-c545-7557-6c76-d20e105b5478,0
268,cf34242d-c545-7557-6c76-d20e105b5478,0
269,cf34242d-c545-7557-6c76-d20e105b5478,0
270,cf34242d-c545-7557-6c76-d20e105b5478,0
271,d324dc3b-4b3b-4855-98b2-96fd81ca40ba,0
272,d324dc3b-4b3b-4855-98b2-96fd81ca40ba,0
273,ded5615c-bd07-477a-ad16-f150bfdc623d,0
274,ded5615c-bd07-477a-ad16-f150bfdc623d,0
275,e0aae240-0326-4e75-9b82-d0d41cfb635e,0
276,e0aae240-0326-4e75-9b82-d0d41cfb635e,0
277,e115905d-006f-41fe-8ae7-3a99bb511611,0
278,e115905d-006f-41fe-8ae7-3a99bb511611,1
279,e115905d-006f-41fe-8ae7-3a99bb511611,0
280,e2f7149c-22bb-cdea-80b7-52c518f13ff8,0
281,e4170a3a-32ed-46a5-9880-67493fd28e86,1
282,e4170a3a-32ed-46a5-9880-67493fd28e86,0
283,e7ff0c31-a0cd-41de-a663-f66552bbeb38,0
284,f46fed11-f590-ff97-4d6e-820473fdeffe,0
285,f46fed11-f590-ff97-4d6e-820473fdeffe,0
286,f46fed11-f590-ff97-4d6e-820473fdeffe,0
287,f46fed11-f590-ff97-4d6e-820473fdeffe,0
288,f46fed11-f590-ff97-4d6e-820473fdeffe,0
289,f46fed11-f590-ff97-4d6e-820473fdeffe,0
290,f5be363b-17cd-2a0c-1916-402d690df938,1
291,f5be363b-17cd-2a0c-1916-402d690df938,1
292,f8c4b922-528e-0067-b187-05548b225aef,0
293,f8c4b922-528e-0067-b187-05548b225aef,0
294,f8c4b922-528e-0067-b187-05548b225aef,0
295,fd9bd77e-15e2-eb03-ce1a-9d129c2a5663,0
296,fd9bd77e-15e2-eb03-ce1a-9d129c2a5663,0
297,ffacb5f1-5986-d58a-3b4d-b11eb2718f15,1
298,ffacb5f1-5986-d58a-3b4d-b11eb2718f15,1
299,024f36b9-ccba-46de-ae2b-65d5a719575f,0
300,06a3695a-32cf-470c-acdf-59c5d413c6cf,0
301,06a3695a-32cf-470c-acdf-59c5d413c6cf,0
302,06a3695a-32cf-470c-acdf-59c5d413c6cf,0
303,0c1f4acc-023c-6d7e-91a0-fb9ac23ae10a,0
304,0c1f4acc-023c-6d7e-91a0-fb9ac23ae10a,0
305,0c1f4acc-023c-6d7e-91a0-fb9ac23ae10a,0
306,103e2ee3-c99b-642c-dd58-e2d5ea41b237,0
307,103e2ee3-c99b-642c-dd58-e2d5ea41b237,0
308,45d84c90-5889-4afc-ad15-4f596f4d9651,1
309,45d84c90-5889-4afc-ad15-4f596f4d9651,0
310,13760b2b-da2e-6256-03c1-a6f59f45e9df,1
311,143e9c45-a7d1-44cd-a7f8-a5f68d2dde3a,0
312,18612e26-61b4-4189-a6db-7b016aeebd11,1
313,1a7ec6a4-4868-4f30-b980-ec71666072b8,0
314,1b62acca-6365-4aeb-9f4c-a6ced5e4c6e1,0
315,1b62acca-6365-4aeb-9f4c-a6ced5e4c6e1,0
316,1b62acca-6365-4aeb-9f4c-a6ced5e4c6e1,0
317,23cf158a-7108-43a6-aab8-d796f865ac8e,0
318,23cf158a-7108-43a6-aab8-d796f865ac8e,0
319,28950923-ce0d-39b1-3884-27f27b663d06,0
320,28950923-ce0d-39b1-3884-27f27b663d06,0
321,34d47344-3d08-46c8-8862-4733784163fb,0
322,34d47344-3d08-46c8-8862-4733784163fb,0
323,34d47344-3d08-46c8-8862-4733784163fb,0
324,3b930349-874a-41be-bd67-f35bb1df67c2,1
325,4fb351b4-4e59-4760-8665-e52d33629d02,0
326,525232c7-690c-4d3d-8f5a-69bfe6589257,0
327,53246d54-a798-4d10-98d5-3107fc65c7e2,1
328,53246d54-a798-4d10-98d5-3107fc65c7e2,1
329,53246d54-a798-4d10-98d5-3107fc65c7e2,1
330,5e96b432-f9f5-4963-a9fe-013009018d3c,1
331,5e96b432-f9f5-4963-a9fe-013009018d3c,1
332,5e96b432-f9f5-4963-a9fe-013009018d3c,1
333,62806c74-7858-85f5-9b84-a1caead42473,0
334,62806c74-7858-85f5-9b84-a1caead42473,1
335,665c0e1a-9666-4312-ac4c-7bad15006d4e,0
336,665c0e1a-9666-4312-ac4c-7bad15006d4e,0
337,6c103492-798c-4440-8967-bf2392387685,0
338,6c103492-798c-4440-8967-bf2392387685,0
339,6d62f20a-7d1e-47cf-8996-e1a9c10caa35,0
340,6d62f20a-7d1e-47cf-8996-e1a9c10caa35,0
341,7044a285-560f-289c-cb9a-a090f02cb0c6,0
342,7044a285-560f-289c-cb9a-a090f02cb0c6,0
343,7614c685-7212-3ae0-bbb2-66ea3e1c1672,1
344,7614c685-7212-3ae0-bbb2-66ea3e1c1672,0
345,7614c685-7212-3ae0-bbb2-66ea3e1c1672,1
346,7b0eae24-9895-880a-d31d-897d6374dcdd,0
347,7b0eae24-9895-880a-d31d-897d6374dcdd,0
348,7d039a0c-3f7f-4729-8bdd-910373bc1a35,0
349,7d039a0c-3f7f-4729-8bdd-910373bc1a35,1
350,93a24de5-bdd6-485c-80a4-7c0893591f78,0
351,9891a278-0b85-4dc4-a4f9-8652ea0b423c,0
352,9891a278-0b85-4dc4-a4f9-8652ea0b423c,0
353,9891a278-0b85-4dc4-a4f9-8652ea0b423c,0
354,9f18d19d-f59c-415c-b36c-1d88dc90cab6,0
355,a0b82710-2e41-4363-b403-13c207ae2aaf,0
356,b0c55c0a-f93a-6225-c8fe-82c9cd7b152c,0
357,b1b3a3db-640b-4ad6-9c3f-9cbe38ac5edd,1
358,b3566bc7-1632-4451-babf-0aace7bac103,0
359,b3566bc7-1632-4451-babf-0aace7bac103,0
360,b5229df9-c740-496a-bc3a-2e2975ab8314,0
361,b5229df9-c740-496a-bc3a-2e2975ab8314,0
362,b5229df9-c740-496a-bc3a-2e2975ab8314,0
363,b92c332c-9969-97a5-846a-bfe73e01c9e1,1
364,c0de91c9-ffbc-4efa-aae3-fab9611c5ece,0
365,ccf1a40e-946d-a484-c013-2e422623c6fb,1
366,ccf1a40e-946d-a484-c013-2e422623c6fb,0
367,ccf1a40e-946d-a484-c013-2e422623c6fb,1
368,ccf1a40e-946d-a484-c013-2e422623c6fb,1
369,ccf1a40e-946d-a484-c013-2e422623c6fb,0
370,cd009e47-f6fc-6c03-8181-678a0b83c80c,0
371,cd2dcbd7-39e6-40ca-a62f-407e12c02d5b,0
372,cd2dcbd7-39e6-40ca-a62f-407e12c02d5b,0
373,cd2dcbd7-39e6-40ca-a62f-407e12c02d5b,0
374,cfaf3547-19c5-420d-a5bb-d2d2d2f4ef46,0
375,cfaf3547-19c5-420d-a5bb-d2d2d2f4ef46,0
376,cfaf3547-19c5-420d-a5bb-d2d2d2f4ef46,0
377,f220d47b-55a8-41d7-a173-1acc3afe7e48,0
378,f220d47b-55a8-41d7-a173-1acc3afe7e48,0
379,f220d47b-55a8-41d7-a173-1acc3afe7e48,0
380,9055fa7a-f311-4e68-a50c-30e821e7f1d8,0
381,db97d60c-b15e-426d-a41c-8e9f63aec249,0
382,db97d60c-b15e-426d-a41c-8e9f63aec249,0
383,db97d60c-b15e-426d-a41c-8e9f63aec249,0
384,db9ebe8e-8df7-af9c-10ba-e47d17e6608b,0
385,dceba48d-d1de-4f8f-9360-167491f9ea49,0
386,de2e1bd2-ee24-4553-99e5-f8a1550bc4d5,0
387,de2e1bd2-ee24-4553-99e5-f8a1550bc4d5,0
388,e06e5146-1e89-4615-a5b9-8f45694e2fcb,0
389,e06e5146-1e89-4615-a5b9-8f45694e2fcb,0
390,e06e5146-1e89-4615-a5b9-8f45694e2fcb,0
391,e159ff77-014e-4a11-b9c3-aba7bd52c3a4,0
392,e159ff77-014e-4a11-b9c3-aba7bd52c3a4,0
393,e159ff77-014e-4a11-b9c3-aba7bd52c3a4,0
394,e159ff77-014e-4a11-b9c3-aba7bd52c3a4,0
395,f3afddd9-2f61-41d4-afab-96c1085756c5,0
396,f3afddd9-2f61-41d4-afab-96c1085756c5,0
397,f8409f28-bb30-11c2-d7e1-a50d29dbec37,0
398,f8409f28-bb30-11c2-d7e1-a50d29dbec37,0
399,f919211d-c58a-aaa0-6398-15542b5e4aeb,1
400,05f9c97c-4aaa-4b7f-83ff-6bac6598efc8,0
401,79b8b632-48f8-4bb9-8d93-f1c3a3082fe6,0
402,79b8b632-48f8-4bb9-8d93-f1c3a3082fe6,0
403,79b8b632-48f8-4bb9-8d93-f1c3a3082fe6,0
404,c12bf25c-229e-4fd5-b9b4-0a712323425f,0
405,c12bf25c-229e-4fd5-b9b4-0a712323425f,0
406,1570625b-2ff2-43ba-af0c-e1877ad71270,0
407,1570625b-2ff2-43ba-af0c-e1877ad71270,0
408,1ed38698-71dd-3d5a-8198-c03f8edc1672,0
409,1ed38698-71dd-3d5a-8198-c03f8edc1672,0
410,1ed38698-71dd-3d5a-8198-c03f8edc1672,0
411,27524a96-a600-4738-ac93-1415ac22bef6,0
412,2e089e82-8914-420b-b87f-effdade6cdd6,0
413,2f1e95a8-9f5a-4f11-a860-3116c160cf26,0
414,2f1e95a8-9f5a-4f11-a860-3116c160cf26,0
415,2f1e95a8-9f5a-4f11-a860-3116c160cf26,0
416,31d5a420-8afc-4b37-869e-2aeb8f4e9f5d,0
417,31d5a420-8afc-4b37-869e-2aeb8f4e9f5d,0
418,3cfc15b8-ea29-465f-ab7e-825833e4b34e,0
419,3cfc15b8-ea29-465f-ab7e-825833e4b34e,0
420,3cfc15b8-ea29-465f-ab7e-825833e4b34e,0
421,3cfc15b8-ea29-465f-ab7e-825833e4b34e,0
422,404869a6-b819-46b0-a9de-126a6c5bae21,0
423,404869a6-b819-46b0-a9de-126a6c5bae21,0
424,4579b132-371d-407c-aa20-ccfa270d9478,1
425,4579b132-371d-407c-aa20-ccfa270d9478,1
426,49690987-76d8-457e-a39a-47a581c4e747,1
427,49690987-76d8-457e-a39a-47a581c4e747,1
428,520fd3ba-29cf-4633-a9b8-759af90cfe86,1
429,520fd3ba-29cf-4633-a9b8-759af90cfe86,1
430,520fd3ba-29cf-4633-a9b8-759af90cfe86,1
431,645325fd-6590-4907-ad9b-8f84c10f0a34,0
432,645325fd-6590-4907-ad9b-8f84c10f0a34,0
433,57fcdd50-6d5e-48b0-a813-97aa8ca4076c,1
434,57fcdd50-6d5e-48b0-a813-97aa8ca4076c,1
435,57fcdd50-6d5e-48b0-a813-97aa8ca4076c,1
436,57fcdd50-6d5e-48b0-a813-97aa8ca4076c,1
437,57fcdd50-6d5e-48b0-a813-97aa8ca4076c,1
438,6188a71d-1aaa-4e22-b44f-05018bc28384,0
439,694c3eb3-c274-47c8-aa75-4a05109db089,0
440,694c3eb3-c274-47c8-aa75-4a05109db089,0
441,694c3eb3-c274-47c8-aa75-4a05109db089,0
442,694c3eb3-c274-47c8-aa75-4a05109db089,0
443,694c3eb3-c274-47c8-aa75-4a05109db089,0
444,6a3bbc66-bff7-4daf-b282-0f8e6466979d,0
445,6a3bbc66-bff7-4daf-b282-0f8e6466979d,0
446,6a3bbc66-bff7-4daf-b282-0f8e6466979d,0
447,75c0daec-e799-4c83-a324-e684f3dcfe59,0
448,78459492-40a4-4ff0-bac6-c53220693000,0
449,7cb8ced5-bd7e-4bbf-a131-0639e09e2701,0
450,7d098d04-818a-4435-b497-1e81a923d965,0
451,7d098d04-818a-4435-b497-1e81a923d965,0
452,8af758d4-156a-1f48-e4c7-da278fc1c63b,0
453,8af758d4-156a-1f48-e4c7-da278fc1c63b,0
