merchant_id industry_level1 province
09c87721-da11-11e6-9007-ecf4bbdeffbc 2 1
09d734dd-3c23-430a-9bfd-861843adcd10 2 1
09e6098a-1ec4-44a2-94f0-39bf717af925 1 1
09e61a2d-acf0-4b25-be6f-92d44c88e442 2 1
09ea52d5-3b7f-4e3b-a96d-b019dec3661b 1 1
09eba690-2fda-4c47-a026-9d0b4c6c61cd 1 1
0a188b73-9876-494c-b53f-25d1d891014d 2 2
0a1e4597-b7d3-4dcf-83b1-8dd01ffbbe8c 2 1
0a2a72f2-ac14-11e6-9007-ecf4bbdeffbc 1 1
0a306dbe-d4b2-11e6-9007-ecf4bbdeffbc 1 1
0a33663e-8e3e-4830-b0c1-0746a60573c4 1 2
0a41e072-8548-423a-8218-bf19c878ea8c 1 1
0a43d248-d714-11e6-9007-ecf4bbdeffbc 1 3
0a447917-878e-4d8b-8ddb-6a0a8b3a489a 1 1
0a4ac62c-2c81-11e6-9007-ecf4bbdeffbc 1 3
0a66f812-c60f-4904-9407-c48de258ad41 1 1
0a749d50-b14c-11e6-9007-ecf4bbdeffbc 2 2
0a9142b4-355c-11e7-bd48-70106fb1fcca 1 1
0a952670-c077-4886-9512-39a571e18662 2 1
0a9f1e1b-b55c-4080-a72a-9f5d213987e9 2 1
0aab3feb-ebdb-4218-9670-de6baf1fa860 2 1
0ad72cf0-5787-471f-955d-ce7187cfda4e 1 1
0adc7f13-8c93-4a98-ab3f-bcdd91f59b09 2 1
0addc619-05a8-4f36-a682-10929cb21ba1 1 3
0aef3c74-0e5b-43c7-8c10-5f7b4e0da5bd 2 3
0af6575d-d0fe-4335-8241-7c26e60c9b32 2 1
0b1410fa-d498-4a5e-a940-78f1d94d57de 3 1
0b2b69e6-c02c-4490-8b88-e00d6124aafd 1 1
0b2f098a-4546-4fde-880f-73730f8103c8 3 2
0b323de6-2b20-427b-b1b4-1b4538801c0a 1 1
0b3808de-0cfe-4715-98dd-cc45003d1058 2 3
0b38c051-3cc6-4092-b631-80020df18d18 1 1
0b46326c-7c8d-4ad1-8730-f4f6bcda8942 2 1
0b4e17d1-4cd3-11e6-9007-ecf4bbdeffbc 1 2
0b673e88-f49d-4ad9-99fb-614a5ab6156b 1 2
0b699534-ec74-4763-bcf9-3385a087d34b 2 3
0b6a76c2-f733-11e6-9007-ecf4bbdeffbc 1 1
0b7931e1-dfae-4930-818e-3713128c5bd9 2 3
0b80721b-5d7e-48fb-a5ae-f035314b5a7e 1 2
0b824026-b058-4c1a-b982-193dba20cc4f 1 3
0b897242-38f8-4f11-9f31-b9b85dfec148 2 1
0b91d370-5e21-4e04-957b-caaf6af3f253 1 2
0ba31b1f-02df-11e6-9180-ecf4bbdede50 1 3
0bb19100-c1ef-11e6-9007-ecf4bbdeffbc 1 3
0bb7b616-060c-11e6-9180-ecf4bbdede50 1 2
0bba419f-771c-49ef-9a88-960a11dabb19 2 1
0bc6f789-0d6c-4901-8125-cdd7a4861ec4 2 1
0bc96eab-56dc-47b3-b37d-792c301e35ff 2 1
0bcd5018-e76a-487c-9fd5-81874a3f1e68 1 1
0bcdde40-a0d0-11e6-9007-ecf4bbdeffbc 1 1
0bd1e105-99ad-11e6-9007-ecf4bbdeffbc 1 1
0bdc9d93-9e7c-4c0b-b48d-de26ef57796f 1 1
0bddb77f-146d-11e7-9936-008cfae57a48 1 3
0be6d661-33dc-41d6-a05c-b87c959a813f 1 2
0bebebc1-fb2d-11e6-9007-ecf4bbdeffbc 3 1
0bfaca07-5a1c-4eb1-8375-4e2776728516 1 2
0c162e9b-6115-4740-851e-9d3905b4e8d3 1 1
0c1663cf-a7b0-4457-afac-8390f48c88dc 2 3
0c1bb20e-2194-11e6-9007-ecf4bbdeffbc 2 1
0c34b77d-7587-11e6-9007-ecf4bbdeffbc 1 1
0c418025-510e-4653-af0a-48ec6d8ad8ff 1 1
0c53a4c2-bc60-4617-92bd-d72f1f1ea74d 1 1
0c5e1c7c-46dd-463b-ad9d-bc47e104e7f9 1 1
0c75cb66-1913-42b1-b507-486ee6c5e77f 1 1
0c8d4702-4cd1-4166-b537-e6daeb034481 1 1
0c8e194d-5d7b-45cc-aa18-a1a4e19a43c9 2 1
0c9069c4-02bc-4bfd-9cb8-f2b6ce1e0667 2 1
0c941805-1c9a-4760-86b6-0cd648397fec 1 1
0cb201ed-262a-4a43-b5a2-dc6477d9973d 3 1
0cb778bb-a6b0-4237-a684-2c568f278f0b 2 2
0cd6c840-3d7a-4ad0-90ef-a83f1cd0f966 1 2
0cf9f634-c944-4890-9f07-3502c392d6b0 1 1
0cfa9ecc-d1a6-40f0-bc8e-adbf3cef7a08 2 1
0cfb3f1e-4348-4efd-ad79-e982b3363f8a 2 3
0cfb566e-a091-46aa-8047-fd262dc81a64 2 2
0cfc3902-47c0-4681-ba8c-aba2b7049df4 1 2
0d01d211-095d-4cf0-8e87-f0c0acf21232 2 2
0d142533-0dfd-4e6f-861d-9ca82a8a28d2 1 1
0d28704b-545b-4a69-ac69-ee4f3d51826f 1 1
0d2fb238-f9aa-11e6-9007-ecf4bbdeffbc 1 1
0d3cd94b-eda4-4003-8582-1ecf399e254c 1 1
0d5adf41-8a89-4aa7-a03a-2d01a3d6584b 1 1
0d5c7b0d-45b1-11e6-9007-ecf4bbdeffbc 1 2
0d69fc1f-5e44-4eed-825e-149202db0a0e 2 1
0d79a674-db81-11e5-801b-6c92bf21cf9b 1 1
0d80c9bb-bdcd-4f7a-aaa3-5ab68b69a9a5 2 1
0d9033c0-1e95-11e7-8008-7cd30ab49c9c 3 1
0d95bfc9-0e8e-457d-aa27-c619058203bf 2 3
0d9c65da-5c27-4c3d-9736-80c078e11ac1 2 1
0d9dc177-4c1a-4fe9-986b-e28f9315127f 2 3
0da2b421-6c77-433a-ae7f-46daa5a314e8 2 1
0da5ac6d-6056-11e6-9007-ecf4bbdeffbc 1 1
0daa5b7d-a883-4878-a707-a3ea4f4c19fa 2 1
0db931a7-0ddf-11e6-9180-ecf4bbdede50 1 1
0dc81da3-f4ca-41d0-9838-85f7dc8f42fa 2 1
0ddb4d8b-34fc-4a3d-a870-c36b5271ece3 1 1
0de5208c-321d-11e7-bd48-70106fb1fcca 3 1
0de61a77-1607-4f0e-83fd-24ce3d3dcccf 1 1
0de9358a-0b02-45e6-80ba-a365c534f207 1 3
0def8f60-b9e5-11e6-9007-ecf4bbdeffbc 1 1
0df06c5e-b37f-11e5-9987-6c92bf21cf9b 1 2
0df61ab3-c769-4842-8df1-eccd4290cf1b 1 1
0df6d45f-073a-4538-a71f-d16b86199a28 1 3
0df8b26c-d229-11e6-9007-ecf4bbdeffbc 1 2
0e18a746-32da-4f4b-a4ad-cbf26f9f7931 3 1
0e1c8aa5-39e0-11e7-bd48-70106fb1fcca 3 2
0e1e1ea7-e75f-11e5-801b-6c92bf21cf9b 1 1
0e3030b8-6584-435a-a0b5-cc4a229b235e 2 1
0e3bad78-0257-4cf8-9bc4-e2ea5f1072c8 1 1
0e412161-e36d-4dfc-9860-26bf7623b3f4 2 1
0e4b8f62-20d3-4bf0-b0c0-a924476323bd 3 2
0e557f94-8dda-11e6-9007-ecf4bbdeffbc 1 2
0e6fde11-65d9-4fac-ab34-2f6167d81129 3 1
0e7b583e-bfba-42fd-b485-c2cfb6ab5d42 1 1
0e7cc43c-dfb1-11e5-801b-6c92bf21cf9b 1 1
0e7dab07-345b-11e6-9007-ecf4bbdeffbc 1 1
0e83e9f2-e73c-4e50-8447-7a47d3c74881 2 1
0eab64cd-18c5-4b1c-a3b3-8f008e97a7c3 1 3
0ed44c0c-e56d-4196-adeb-06f3750cb0c9 1 2
0ed7d837-2b32-42b3-b371-b8a142f47f6d 3 2
0ee24d89-10a3-11e7-9936-008cfae57a48 1 3
0eedf5c4-c225-4061-b1c9-9be7b5271df7 3 1
0ef96859-03a2-11e6-9180-ecf4bbdede50 1 3
0efeea2d-9ad6-4815-81d9-66cfb74a0688 1 2
0f0bc378-9640-4818-b412-4ba1e9eb92dd 1 1
0f1c2e69-8496-407f-acc0-b30fbe96f57f 2 1
0f278f63-8c42-4075-92c7-e42fa4aac4a8 2 3
0f29b871-9bfd-11e6-9007-ecf4bbdeffbc 1 1
0f2d7022-b361-4041-b357-663e51b71187 2 1
0f33dae8-4fd7-440b-9e4f-52ab8e9e9e60 2 1
0f3b4e2c-474b-11e7-bd48-70106fb1fcca 2 2
0f3ec88a-83c1-49d7-bb81-6dee874d6371 1 1
0f4666ff-84eb-4009-9d12-2099bd75842f 1 3
0f4cf2a5-b518-11e6-9007-ecf4bbdeffbc 1 1
0f50e4d0-ebda-4118-9703-67d416c1b9d6 3 3
0f7aa682-b7ca-4724-96cf-44d102dcbe9f 1 1
0f9f3aa2-63f3-40c2-a83d-78056b33878b 2 1
0fc076e5-cfbe-4f3a-bdd4-f5c480289b6c 2 1
0fd8cca1-4df2-4fe6-b8a2-d5e80e8aec1c 1 1
0fda1eaa-42b7-4337-a2a2-e34e0c3a18ed 2 2
0fdac817-2982-11e7-8008-7cd30ab49c9c 1 1
0fe8071d-9658-402e-9a38-94b9e5915cc3 2 1
0feaaf98-43b3-42ab-b784-a9a01d1afad2 3 2
0ff33a59-7860-41c5-a135-f978c4ee3a4b 3 1
0ff486be-6b55-11e6-9007-ecf4bbdeffbc 1 3
0fff8a00-118a-4d26-a9de-18ecc5788d07 1 1
10088f36-86a7-4453-b41d-bb506489f783 1 1
1014604d-5057-4877-a61f-6a848c4e6c2b 2 1
10159f19-331a-11e7-bd48-70106fb1fcca 2 3
101dffe1-124f-4e66-b1a6-9abb394514bd 2 2
104bcca8-e38d-4b12-9951-0faa9f394b41 1 3
10688c85-c2c9-11e6-9007-ecf4bbdeffbc 1 2
1089bda4-e730-4605-9993-f3f8b8f72e35 3 1
109780a7-2ae3-41a4-a9cc-ed877046b9a3 2 1
1098b960-4e0d-425b-b5a3-9609942178c6 2 1
10a1e514-7335-4fdc-9fce-10306a930280 2 1
10a493d3-92f8-4d27-ba38-965961b39c3f 3 2
10d0d748-f2ce-489f-b2c4-e6b8ac159806 2 1
10dee496-3bcc-4068-a6b4-c6e1a475f40c 2 1
10e9ab74-24db-11e7-8008-7cd30ab49c9c 2 1
10f90796-480a-460c-9816-38773623a460 1 2
11150576-18bc-11e6-9007-ecf4bbdeffbc 1 1
111ccede-aea1-4436-8045-8364e9e22e5f 2 2
1121f600-1831-4ec1-89c1-d87e54236829 2 2
11364cbb-e2e6-4b5c-9343-cd89939bc5a3 2 1
11379604-0165-11e6-9180-ecf4bbdede50 1 2
113f3e37-852b-4741-a171-8d4b974f02b8 2 1
114d64c7-cf2c-11e6-9007-ecf4bbdeffbc 1 1
115af96b-096f-11e7-be5d-ecf4bbdede50 1 1
117937b4-ba8b-4560-b8ad-b7303324b4ef 1 3
117f8a73-07dd-47d6-af18-578291548786 1 2
1180a0f3-dce7-4fd6-9e7c-24ca36805ab3 2 2
1185035d-413d-11e7-bd48-70106fb1fcca 2 1
118db64b-afdc-4ad6-a1da-6dc0582ad309 2 1
118e54ce-6520-11e6-9007-ecf4bbdeffbc 1 1
1191f63e-3d16-11e7-bd48-70106fb1fcca 1 1
11a67b88-a194-11e6-9007-ecf4bbdeffbc 1 3
11a6f583-0d1d-11e6-9180-ecf4bbdede50 1 1
11bddf6d-fd81-11e6-9007-ecf4bbdeffbc 2 2
11bfcdfe-3ba1-4593-bcad-4fab93ad4e7a 1 3
11c383df-ef71-4fda-8b15-a2023f024042 2 1
11edd8d5-a05e-4562-81e1-d7b1078ab125 3 1
11f5aeda-93d0-4eda-90b0-bf639cb54000 1 1
1206f6cc-b9d9-4011-ad3f-deebc03c38c2 1 3
121c6c9b-2f93-448b-9c80-9023f845f882 1 1
122b43c4-be7b-4f6b-9898-b9e04bec8280 2 1
125d6c98-b92f-11e6-9007-ecf4bbdeffbc 1 1
127559de-5872-4f31-ab2b-0cb19f784115 2 1
128c5643-35ca-4fc1-a28f-50c59272c087 1 3
12a51e17-3d4a-11e7-bd48-70106fb1fcca 2 1
12aa1309-061b-4b4c-8e9b-08b591b22639 2 3
12ab9d46-41e4-11e7-bd48-70106fb1fcca 1 2
12adee80-978c-45ea-8f56-7e15ff677cfe 1 1
12b39028-71f1-4c37-bde2-745b766b80bf 1 1
12b5c231-0bef-4f56-be75-0800be2f20a2 2 1
12c4b8b7-0b8f-4105-a6f9-3986ac2696c9 1 1
12c5c71f-d7a5-4d98-b316-f9aaf9d3c8aa 2 1
12d99b53-beb0-4691-9d9a-24bec3a9b7d6 1 1
12e0d954-c094-424b-8963-3c1ef2db3f06 2 2
12ed8c7b-2733-4523-bef8-d488f381a9b8 2 1
12ef0afc-4727-11e6-9007-ecf4bbdeffbc 2 1
12f31a9e-0008-40fc-8e98-012c748b9812 2 2
12f9acd5-f0da-11e5-801b-6c92bf21cf9b 1 1
130b6ccf-4cf7-4c9c-9b2e-03cde36ab03b 1 1
13141081-e3bf-4a09-b359-608942794b07 1 3
131c1dfe-6101-4ab0-97e7-cc3b3fadd966 1 1
1322cee9-b577-4e99-b322-16272bac2a9b 1 1
132adedb-9ce3-11e6-9007-ecf4bbdeffbc 1 1
132e1175-3ed4-45d1-8fcb-5459b77e13c2 2 3
13358d37-3e10-11e7-bd48-70106fb1fcca 3 2
1335b97c-12f3-11e7-9936-008cfae57a48 2 1
134d3f24-f18a-442b-b019-18c7055b6a45 2 2
13558121-0bc0-46dc-8cfb-79868818e174 1 3
1362257a-1502-4343-9507-1f6e73c1d9a1 2 1
13674979-56f7-41f6-b871-62cb270c9239 2 1
137049e0-2ff5-11e7-8008-7cd30ab49c9c 2 1
137f53aa-d4fc-432f-a45a-f97997722f18 2 2
1394856b-08b1-4547-aa06-868faecc99f6 1 1
13a1c96d-e33f-4d55-b339-3dfd230e1cd8 1 3
13b825ce-7c64-44d6-9368-1f2381edc24a 1 1
13bb95c1-4782-11e7-bd48-70106fb1fcca 1 2
13d0c43e-fb26-4af2-91b2-e2ae6ddc087f 3 3
1400c8f6-3ca9-4635-a036-6f76b1f19cdb 2 1
1431b359-1dd6-11e7-bf3b-008cfae27c4c 2 1
1434a291-91e4-4cb6-91f8-6a2e80eb73cd 1 1
14396395-9b09-49f0-99e7-bd4692a582ab 3 2
143f3f5c-2e7f-4865-a787-c65192a5fa36 3 2
14507f47-2198-11e6-9007-ecf4bbdeffbc 1 1
146af79c-eda0-4ec6-a381-20af8d748c61 1 1
1472c7ee-ab35-4361-8deb-a9b4f9102c78 2 1
148a91d4-d6f1-11e6-9007-ecf4bbdeffbc 1 2
148d0bf8-46c2-4889-9151-054709c130c0 2 1
14963e89-a46e-4368-b37f-3002747d1d00 2 2
14a72aba-5d6e-47fe-8982-c4a7a905521a 2 1
14aaa7ea-d00b-11e6-9007-ecf4bbdeffbc 1 1
14ac45c4-1581-4b12-9e6c-55106c7f5349 2 1
14bd3226-348b-11e7-bd48-70106fb1fcca 2 1
14c10272-232b-11e7-8008-7cd30ab49c9c 2 1
14cbedf2-db14-471a-92dd-297fc3290489 2 1
