apply_id,merchant_id,apply_date,lend_amount,lend_period,view_days,view_no,30days_overdue_times,60days_overdue_times
50685131,aed9aa5b-c14c-49eb-8f1d-1d7174f0452d,2018-05-16 00:00:00,3000.0,6,2,14,4,4
52154792,b521020c-1d4b-4a5f-b4f1-a69237d4f19f,2018-06-04 00:00:00,25000.0,4,7,110,0,0
51968786,e5bddd78-4178-4c9a-9b21-adbcdab52d00,2018-06-02 00:00:00,17000.0,12,6,20,0,0
52155189,543a3188-a585-4e9f-ac65-8b312697a558,2018-06-02 00:00:00,2000.0,3,5,9,1,0
51967557,fa660e8b-0925-47f5-80d0-15718d788c70,2018-06-01 00:00:00,50000.0,1,2,28,0,0
52155386,4353dc6d-4add-40d2-9c87-b938757fe7f0,2018-06-03 00:00:00,50000.0,4,2,18,0,0
49511257,2b5a86cc-ea0b-45aa-ac8a-bb90d2f1f6b1,2018-05-02 00:00:00,5000.0,6,3,43,0,0
49518347,506c3bc8-c895-494f-b72a-671b0c4a809c,2018-05-02 00:00:00,5000.0,12,14,45,2,2
51968841,574c3074-1eab-44cc-8231-78a873afbe67,2018-06-02 00:00:00,42000.0,3,16,120,0,0
53144106,4aa51735-4851-11e7-bd48-70106fb1fcca,2018-06-12 00:00:00,30000.0,12,12,19,0,0
52850868,67293c93-1e0d-4d9c-aecb-f45d2d48963d,2018-06-11 00:00:00,5000.0,12,3,16,0,0
50391404,faf2da71-541c-4fbd-9bcf-8b81d9ffc918,2018-05-12 00:00:00,50000.0,3,3,4,0,0
50965550,0a447917-878e-4d8b-8ddb-6a0a8b3a489a,2018-05-21 00:00:00,8000.0,6,12,72,3,3
50686098,b405d04a-a638-4dd9-b8b2-9b3a2bd1c27b,2018-05-16 00:00:00,20000.0,6,3,3,5,4
51776369,ba164c8b-b0ad-4041-9aab-8e2ab5b9e8ea,2018-05-30 00:00:00,8000.0,12,3,10,4,3
49875217,4f369375-cb94-4154-97ba-655a6100b49b,2018-05-06 00:00:00,1000.0,12,1,68,0,0
49715490,a5687d5d-1c18-11e6-9007-ecf4bbdeffbc,2018-05-04 00:00:00,50000.0,3,9,26,0,0
50007068,d675ca99-c92b-4109-a5dd-b92e43a5c59d,2018-05-07 00:00:00,8000.0,12,15,59,0,0
49594361,ccbfd45a-2be7-11e7-8008-7cd30ab49c9c,2018-05-03 00:00:00,50000.0,12,6,32,0,0
50391867,1b2a2768-c874-4d96-80f1-12ce6a6a2d39,2018-05-14 00:00:00,5000.0,9,2,7,5,4
52687959,1b65985b-698f-49a3-bd2e-5dc025e286e0,2018-06-07 00:00:00,3000.0,12,2,8,4,3
51967928,1ef7b33a-214d-4e70-af61-024d93bbf482,2018-05-31 00:00:00,40000.0,12,14,146,0,0
50391814,f03e1a13-20e8-11e6-9007-ecf4bbdeffbc,2018-05-13 00:00:00,50000.0,12,19,87,0,0
49877379,1394856b-08b1-4547-aa06-868faecc99f6,2018-05-07 00:00:00,90000.0,12,4,18,0,0
50605922,e4ee8768-19ee-41b9-a684-8a4bb4ab59fd,2018-05-14 00:00:00,3000.0,12,1,13,0,0
52710903,cbcfb20d-5a20-11e6-9007-ecf4bbdeffbc,2018-06-07 00:00:00,10000.0,6,4,18,5,4
50082307,bf97e11f-ce02-43ce-91a9-0153d4e9eca8,2018-05-09 00:00:00,2000.0,12,3,14,0,0
50230266,da56f4a2-e2d9-4aaa-9efe-d801d3e004ac,2018-05-10 00:00:00,2000.0,12,1,4,0,0
50230510,91be2200-ffe5-11e6-be5d-ecf4bbdede50,2018-05-10 00:00:00,100000.0,6,14,121,0,0
49875040,917e281d-6923-43a2-a497-f4a5b342d072,2018-05-06 00:00:00,22000.0,12,7,19,0,0
52348904,75bfddbc-105e-11e6-9180-ecf4bbdede50,2018-06-04 00:00:00,50000.0,4,3,22,0,0
51493328,ce597b4d-47cd-4b2f-9aad-9f368efab0e5,2018-05-26 00:00:00,8000.0,12,4,21,0,0
51967336,ce30f068-0489-49bf-a158-007a3db0ca7d,2018-06-01 00:00:00,30000.0,12,7,46,0,0
52485674,cc34bb88-b300-11e5-9987-6c92bf21cf9b,2018-06-07 00:00:00,46000.0,12,11,89,0,0
50083123,c95d4c3e-ebf3-11e5-801b-6c92bf21cf9b,2018-05-08 00:00:00,5000.0,12,2,8,0,0
50391374,6141a035-8b36-45a7-9bb8-f2f40c663c2e,2018-05-12 00:00:00,2000.0,12,2,5,0,0
49511195,b8f6599b-bee4-4419-9b19-ab9494cac291,2018-05-02 00:00:00,15000.0,6,2,4,0,0
50782662,b152b468-82e4-488f-8f28-25c484e865ff,2018-05-18 00:00:00,2000.0,12,2,24,0,0
51494361,e3c43589-725e-493a-b106-752bb95b0f55,2018-05-26 00:00:00,100000.0,3,4,26,0,0
49595349,93f4124f-5c58-451a-ae57-4a92eae4cf05,2018-05-03 00:00:00,50000.0,12,3,185,1,0
51494506,9e88d83f-1381-11e7-9936-008cfae57a48,2018-05-27 00:00:00,2000.0,12,1,37,2,1
51908908,ae99d1e5-0ca4-4a8d-b142-fd7f311b7c40,2018-05-30 00:00:00,10000.0,3,2,8,0,0
52154589,a16ba30d-e2c1-4079-aee1-61f4662d6aa7,2018-06-03 00:00:00,50000.0,10,19,319,0,0
52850480,897c62b5-dad8-413b-b974-91a6c7daf326,2018-06-10 00:00:00,50000.0,5,13,30,0,0
51715905,765558b0-4ccf-11e6-9007-ecf4bbdeffbc,2018-05-28 00:00:00,90000.0,3,14,128,0,0
50389941,33d7f136-f7f2-11e5-9180-ecf4bbdede50,2018-05-11 00:00:00,145000.0,3,7,37,0,0
50749992,d7418eb0-e987-46e3-b527-dd1c04d2dcd4,2018-05-16 00:00:00,15000.0,3,1,10,0,0
51494514,f2acc962-8c5e-4852-8476-f9393282a7ab,2018-05-27 00:00:00,5000.0,3,1,6,1,0
50007207,bb6ea341-ff6c-4829-abdc-6d3939d3e444,2018-05-08 00:00:00,100000.0,12,5,133,0,0
49364709,c6978052-925b-475a-bff0-b2f42ca2fec4,2018-05-01 00:00:00,31000.0,12,4,20,0,0
52849355,da888abf-ac54-4355-ab7f-914e41a6442d,2018-06-09 00:00:00,3000.0,3,3,5,1,0
53144041,4454255b-a508-49e1-a6e3-e6fc1751838f,2018-06-11 00:00:00,5000.0,9,5,12,0,0
52154511,4c6bc729-7429-4bcd-aa07-9d9a2c6fef96,2018-06-03 00:00:00,8000.0,12,1,4,4,3
52711314,e26477b6-efd6-45d2-80ba-c1f7d9ae47b9,2018-06-08 00:00:00,10000.0,3,1,11,2,1
49511284,feb17087-405d-40e9-862d-e4db44f3d996,2018-05-02 00:00:00,15000.0,10,1,6,0,0
50350017,2cf912c5-9a7c-11e6-9007-ecf4bbdeffbc,2018-05-11 00:00:00,10000.0,12,4,20,3,2
50782105,e5effc0f-56c5-4158-92d8-25ef4921d89f,2018-05-17 00:00:00,10000.0,6,1,6,0,0
50782395,3654b614-e2b5-11e5-801b-6c92bf21cf9b,2018-05-18 00:00:00,50000.0,10,10,15,0,0
50349945,93aa2937-3c7b-4c89-a5b5-01553194cf6f,2018-05-11 00:00:00,3000.0,6,14,78,5,4
50782691,626c4dd4-35ff-45d2-82c4-37e9c2ab524a,2018-05-18 00:00:00,10000.0,3,1,8,1,0
50327945,1434a291-91e4-4cb6-91f8-6a2e80eb73cd,2018-05-10 00:00:00,2000.0,12,6,15,1,0
53144679,7390ba5a-1db9-11e7-bf3b-008cfae27c4c,2018-06-13 00:00:00,50000.0,12,5,81,0,0
49717220,1a4f3167-8656-4279-a959-8df29f63f776,2018-05-04 00:00:00,8000.0,6,10,37,0,0
49364575,5c6ba24c-06c6-11e6-9180-ecf4bbdede50,2018-05-01 00:00:00,98000.0,12,16,46,0,0
50965455,87093d54-e152-11e5-801b-6c92bf21cf9b,2018-05-21 00:00:00,10000.0,3,5,14,2,1
51258935,c74d063f-b300-11e5-9987-6c92bf21cf9b,2018-05-23 00:00:00,15000.0,12,1,5,4,3
52154580,4c35bd0f-355e-11e7-bd48-70106fb1fcca,2018-06-03 00:00:00,5000.0,12,1,20,2,1
49369645,9d3b27d0-30d9-4327-8919-de82918ee247,2018-05-01 00:00:00,8000.0,3,3,15,0,0
49518072,796e3e68-ce2b-4dfc-926f-81ecb875609f,2018-05-01 00:00:00,3000.0,9,1,5,2,2
49594360,bed1b06d-2de2-4b18-8f93-4728f30ca8c1,2018-05-03 00:00:00,3000.0,6,1,6,0,0
52480156,25a3f541-dacc-11e5-801b-6c92bf21cf9b,2018-06-06 00:00:00,8000.0,9,11,39,0,0
49877625,ef42566b-6aeb-43d1-971b-b3f9066b14c0,2018-05-07 00:00:00,20000.0,10,8,40,0,0
49717676,cd641a79-1a14-4b06-afab-794bd57caba2,2018-05-05 00:00:00,7000.0,12,10,62,6,5
52849297,33b707b4-868f-4112-8d7f-50200c182dc9,2018-06-09 00:00:00,3000.0,9,8,60,4,3
49364827,20001dbe-d176-413d-a57b-fb4f29f5c8cc,2018-05-01 00:00:00,50000.0,6,3,28,0,0
52480427,720931ab-08f1-4203-85e4-4bca15e46d21,2018-06-06 00:00:00,15000.0,6,3,11,4,3
52849571,534a2b2e-c0f1-4613-b019-49963bab3c48,2018-06-10 00:00:00,3000.0,6,6,23,3,2
53384901,3151e397-e864-42e9-9193-21a6501c26c1,2018-06-13 00:00:00,10000.0,12,4,5,0,0
52849138,8cb1ca8c-903f-4fb0-8a08-45d64a1813e4,2018-06-09 00:00:00,30000.0,9,3,22,1,0
52155351,f24fd997-0de1-48a8-b9f7-c84f2f7a8088,2018-06-03 00:00:00,3000.0,12,1,8,4,4
49715052,d086b2fc-f950-40ce-95a8-7bf2acc7c876,2018-05-04 00:00:00,10000.0,12,3,32,0,0
53144641,60dbe067-3d11-4b92-90f7-4f362fdb43e4,2018-06-13 00:00:00,30000.0,6,3,7,1,0
52850633,4699731e-d320-11e6-9007-ecf4bbdeffbc,2018-06-10 00:00:00,10000.0,6,9,40,4,4
51967233,0b673e88-f49d-4ad9-99fb-614a5ab6156b,2018-06-01 00:00:00,5000.0,3,11,74,0,0
52154033,f2da30c6-1177-413c-9718-56b2a8ea2337,2018-06-02 00:00:00,3000.0,12,1,3,4,4
52849567,ebc3fc26-74ca-4098-93a6-cca0e857e378,2018-06-10 00:00:00,2000.0,6,5,52,4,4
50544943,d8a7d976-0c54-4d0a-b23e-33afa8f1f9a4,2018-05-14 00:00:00,50000.0,6,1,2,1,0
50606911,4eea738c-c9d1-4c0e-b4b6-05cc9bf28e7f,2018-05-14 00:00:00,15000.0,12,2,11,0,0
53145458,f9e0dfaa-1cd8-481d-8590-f525d04d5c08,2018-06-12 00:00:00,15000.0,12,7,40,4,3
49715643,cad5673c-b300-11e5-9987-6c92bf21cf9b,2018-05-05 00:00:00,6000.0,3,4,10,0,0
50965040,3c345460-03e2-4e55-8710-bd7633c30d39,2018-05-19 00:00:00,5000.0,6,4,37,0,0
52409077,d79c183a-9733-42af-992b-7db667f17934,2018-06-05 00:00:00,3000.0,12,2,3,5,4
50348956,cb2b81a9-b300-11e5-9987-6c92bf21cf9b,2018-05-11 00:00:00,50000.0,3,3,23,0,0
51299455,6a3d075b-0671-4e0b-aff0-0f0c2e3a51a9,2018-05-25 00:00:00,50000.0,12,13,46,0,0
52485672,6a3bb50a-77c1-4ccd-a180-ecdc104e7c57,2018-06-07 00:00:00,8000.0,12,4,18,0,0
52480092,7a1afea8-9996-4005-8945-c37af292e444,2018-06-06 00:00:00,2000.0,12,2,7,1,0
49595085,b6cf9253-48d8-423c-bbbe-495fd3f5bd90,2018-05-02 00:00:00,5000.0,3,1,14,0,0
50686014,e46bb061-faf6-4b78-b8b7-efdc5a82b5cd,2018-05-15 00:00:00,6000.0,2,6,36,0,0
53384144,5b25ff47-bc5c-4712-a642-142a282fe70f,2018-06-14 00:00:00,6000.0,6,2,14,4,3
51494073,da296ba1-ff80-458f-8c55-3631e2d1958a,2018-05-26 00:00:00,8000.0,3,3,13,1,0
52154542,b59bbeda-c791-40a9-a546-7bca68364506,2018-06-03 00:00:00,8000.0,3,2,8,2,1
53144256,cee84cb8-43f5-47b1-91b1-d305cf7abfff,2018-06-12 00:00:00,4000.0,12,4,25,4,4
49517936,1c44f42c-9174-4d79-8f2d-3ff81903b77b,2018-05-01 00:00:00,5000.0,6,8,54,4,2
49714956,e8348a48-1db7-11e6-9007-ecf4bbdeffbc,2018-05-03 00:00:00,50000.0,6,1,2,0,0
50685997,60af3084-da86-47fe-bf85-5ed1a8a05a47,2018-05-15 00:00:00,18000.0,8,14,40,0,0
51493020,cfaec9c5-1631-4cf3-94bd-f8626290ddf5,2018-05-25 00:00:00,10000.0,6,7,26,0,0
50082938,c2ad386a-65e2-11e6-9007-ecf4bbdeffbc,2018-05-08 00:00:00,50000.0,12,0,0,3,2
50082463,932468fd-aad5-4c38-a5ac-ced62adf45d3,2018-05-09 00:00:00,2000.0,9,4,20,0,0
53143927,76cfa58d-831e-11e6-9007-ecf4bbdeffbc,2018-06-11 00:00:00,14000.0,6,14,126,0,0
50391557,ed30a5b3-1d54-4478-9acf-f9854b5e8d82,2018-05-13 00:00:00,3000.0,3,25,308,0,0
51455904,c152afb2-a41e-40d2-ba63-f6ef6b2277f5,2018-05-25 00:00:00,8000.0,6,15,262,0,0
49595422,f27be456-4c31-42e0-9d04-fb56300330b7,2018-05-03 00:00:00,5000.0,12,7,47,2,1
49511141,1014604d-5057-4877-a61f-6a848c4e6c2b,2018-05-01 00:00:00,3000.0,12,10,42,1,1
50965017,0bdc9d93-9e7c-4c0b-b48d-de26ef57796f,2018-05-19 00:00:00,5000.0,4,14,110,0,0
49875031,b0d2f33f-e6cf-42f6-a348-0260c5dee38b,2018-05-06 00:00:00,30000.0,12,4,15,0,0
51775213,d39cf2c5-7949-42ab-b284-064fabcc4594,2018-05-30 00:00:00,30000.0,6,3,18,0,0
51494007,c1930dcc-c610-4912-8e4c-7c36f97e71b7,2018-05-25 00:00:00,5000.0,3,7,28,1,0
52711285,9ab573b9-ce08-4538-bf4f-b2f08abc557c,2018-06-08 00:00:00,20000.0,12,3,20,1,1
50965470,15da8c29-262b-4249-8805-55648424e5eb,2018-05-21 00:00:00,2000.0,3,2,16,2,1
53563086,8ce0a4dd-6478-4db4-ba82-44cd4e000ee6,2018-06-15 00:00:00,3000.0,6,2,9,4,3
53091015,bce314c9-4e80-4de3-aae2-d9605491ebcb,2018-06-11 00:00:00,5000.0,6,7,25,1,0
49717070,c9b514a9-ab27-4fbe-9d46-c14f7fbeba93,2018-05-04 00:00:00,5000.0,9,3,19,1,0
53385623,a292885b-fb8a-41d4-beb2-21534c7f95e4,2018-06-15 00:00:00,10000.0,6,3,11,1,0
50006958,24780992-19c5-47e3-873a-fc226cec391a,2018-05-07 00:00:00,5000.0,3,8,51,0,0
49715280,09273753-bbe2-4be0-a13b-6800d6fa8728,2018-05-04 00:00:00,50000.0,10,8,28,0,0
50230201,bc42b50b-8804-41dc-a697-af1870fefff2,2018-05-10 00:00:00,3000.0,12,18,199,0,0
49716954,c696d635-b300-11e5-9987-6c92bf21cf9b,2018-05-03 00:00:00,50000.0,10,8,16,0,0
50605918,064533f5-d3ae-4890-bd1d-067e0ca34ee9,2018-05-14 00:00:00,3000.0,9,1,7,5,3
