apply_id,merchant_id,apply_date,lend_amount,lend_period,notional_settle_date,real_settle_date,30days_overdue_times,60days_overdue_times
30438339,1bc72fec-a1a1-4b32-bb9b-ef54b81f22bc,2017-11-06 00:00:00,3000.0,6,2018-05-07 00:00:00,2018-01-19 00:00:00,1,0
36604119,1ef7b33a-214d-4e70-af61-024d93bbf482,2017-12-28 00:00:00,8000.0,4,2018-04-29 00:00:00,2018-03-30 00:00:00,0,0
28388481,209ccdd3-03cf-11e7-be5d-ecf4bbdede50,2017-10-15 00:00:00,5000.0,1,2017-11-17 00:00:00,2017-11-16 00:00:00,0,0
43261112,209ccdd3-03cf-11e7-be5d-ecf4bbdede50,2018-02-15 00:00:00,10000.0,1,2018-03-16 00:00:00,2018-03-15 00:00:00,0,0
21632781,209ccdd3-03cf-11e7-be5d-ecf4bbdede50,2017-07-26 00:00:00,10000.0,3,2017-10-29 00:00:00,2017-07-31 00:00:00,0,0
18794835,2309590e-fb3e-41aa-bb82-1cac43063171,2017-06-23 00:00:00,20000.0,3,2017-09-30 00:00:00,2017-09-29 00:00:00,1,0
41725957,23284bd3-c778-4e60-9022-0bc42a83f8fe,2018-01-28 00:00:00,1000.0,12,2019-01-28 00:00:00,2018-03-10 00:00:00,0,0
18820951,27fbd438-0533-11e6-9180-ecf4bbdede50,2017-06-23 00:00:00,10000.0,6,2017-12-24 00:00:00,2017-12-24 00:00:00,4,4
30590896,28c7e54a-a841-4857-98e4-c37222c6b650,2017-11-08 00:00:00,3000.0,3,2018-02-09 00:00:00,2018-02-09 00:00:00,2,1
24630246,2aa57d1f-7d54-4d3e-9ddf-4871449d74cc,2017-08-30 00:00:00,10000.0,6,2018-02-28 00:00:00,2018-02-28 00:00:00,4,3
25463177,33259f77-230f-11e6-9007-ecf4bbdeffbc,2017-09-08 00:00:00,20000.0,10,2018-07-10 00:00:00,2017-11-15 00:00:00,0,0
21800619,33b707b4-868f-4112-8d7f-50200c182dc9,2017-07-29 00:00:00,8000.0,6,2018-01-30 00:00:00,2017-12-01 00:00:00,3,2
29854580,34750345-8eb9-435d-8272-4ac1e5ee62b2,2017-10-30 00:00:00,5000.0,6,2018-05-01 00:00:00,2018-01-15 00:00:00,1,0
35634426,3571939e-5d42-11e6-9007-ecf4bbdeffbc,2017-12-20 00:00:00,100000.0,3,2018-03-31 00:00:00,2018-03-31 00:00:00,0,0
18709718,3a7dacbf-f995-11e6-9007-ecf4bbdeffbc,2017-06-22 00:00:00,8000.0,6,2017-12-23 00:00:00,2017-12-23 00:00:00,0,0
20010924,3c99cf65-a739-11e6-9007-ecf4bbdeffbc,2017-07-08 00:00:00,16000.0,3,2017-10-15 00:00:00,2017-07-19 00:00:00,0,0
24955413,3d4c698c-99ce-11e6-9007-ecf4bbdeffbc,2017-09-02 00:00:00,15000.0,1,2017-10-05 00:00:00,2017-10-04 00:00:00,0,0
27537402,3d4c698c-99ce-11e6-9007-ecf4bbdeffbc,2017-10-04 00:00:00,19000.0,1,2017-11-11 00:00:00,2017-11-02 00:00:00,0,0
25513895,41da8fe6-d346-4553-8cf2-c9e41da492c1,2017-09-09 00:00:00,20000.0,1,2017-10-10 00:00:00,2017-10-07 00:00:00,0,0
27806307,41da8fe6-d346-4553-8cf2-c9e41da492c1,2017-10-09 00:00:00,30000.0,3,2018-01-10 00:00:00,2018-01-10 00:00:00,0,0
27377432,42850e4f-3f5e-11e7-bd48-70106fb1fcca,2017-10-02 00:00:00,5000.0,6,2018-04-03 00:00:00,2017-11-13 00:00:00,0,0
31339812,42850e4f-3f5e-11e7-bd48-70106fb1fcca,2017-11-16 00:00:00,8000.0,6,2018-05-27 00:00:00,2017-12-11 00:00:00,0,0
23544283,42850e4f-3f5e-11e7-bd48-70106fb1fcca,2017-08-18 00:00:00,5000.0,6,2018-02-19 00:00:00,2017-09-18 00:00:00,0,0
21503826,42b6299a-a604-4938-9f1b-295c55e8891d,2017-07-25 00:00:00,20000.0,3,2017-10-26 00:00:00,2017-10-25 00:00:00,1,0
19531495,465e0a21-af96-4116-bcac-a4d91a237979,2017-07-02 00:00:00,10000.0,6,2018-01-03 00:00:00,2017-09-11 00:00:00,1,0
19504412,4aa51735-4851-11e7-bd48-70106fb1fcca,2017-07-02 00:00:00,10000.0,6,2018-01-05 00:00:00,2018-01-05 00:00:00,5,4
23354600,4c1ad2aa-4f97-4e6e-ae3a-ed26ca1243a7,2017-08-16 00:00:00,5000.0,6,2018-02-17 00:00:00,2017-12-20 00:00:00,3,2
18541305,4f957fc0-f354-11e6-9007-ecf4bbdeffbc,2017-06-21 00:00:00,5000.0,4,2017-10-22 00:00:00,2017-10-15 00:00:00,0,0
19389301,50b15493-afa3-4b5c-8ef3-e81ee8cbdf33,2017-06-30 00:00:00,1000.0,6,2018-01-01 00:00:00,2017-12-01 00:00:00,3,3
28081955,50e99c93-294a-4691-98d2-c118cc22def7,2017-10-11 00:00:00,10000.0,3,2018-01-13 00:00:00,2018-01-13 00:00:00,0,0
26413412,56d35a5c-b3b1-4bea-9d55-dcde96966d68,2017-09-19 00:00:00,2000.0,6,2018-03-20 00:00:00,2017-12-10 00:00:00,1,0
25694810,5b254f82-5b9c-11e6-9007-ecf4bbdeffbc,2017-09-11 00:00:00,5000.0,1,2017-10-12 00:00:00,2017-10-10 00:00:00,0,0
28261744,5b254f82-5b9c-11e6-9007-ecf4bbdeffbc,2017-10-13 00:00:00,8000.0,3,2018-01-14 00:00:00,2018-01-14 00:00:00,0,0
32178050,5c6ba24c-06c6-11e6-9180-ecf4bbdede50,2017-11-24 00:00:00,8000.0,6,2018-06-05 00:00:00,2017-12-09 00:00:00,0,0
27825019,5e6fa9f4-a3e9-4a71-8233-d6be2a08de9a,2017-10-09 00:00:00,15000.0,6,2018-04-15 00:00:00,2018-03-13 00:00:00,3,2
21773498,5f2d5564-6f5b-4efe-9b4b-c3cf74677e6f,2017-07-28 00:00:00,3000.0,6,2018-01-30 00:00:00,2018-01-30 00:00:00,2,1
28097051,68f43a75-5ff1-4f43-bfbb-679040f033ff,2017-10-12 00:00:00,3000.0,6,2018-04-14 00:00:00,2017-11-02 00:00:00,0,0
18847608,6a34d1d7-33de-11e7-bd48-70106fb1fcca,2017-06-24 00:00:00,10000.0,6,2017-12-25 00:00:00,2017-12-25 00:00:00,4,4
26156203,6a3bb50a-77c1-4ccd-a180-ecdc104e7c57,2017-09-16 00:00:00,3000.0,3,2017-12-18 00:00:00,2017-10-16 00:00:00,0,0
22064509,6a3bb50a-77c1-4ccd-a180-ecdc104e7c57,2017-08-02 00:00:00,3000.0,6,2018-02-03 00:00:00,2017-08-16 00:00:00,0,0
34552123,6b346b53-b9ba-11e5-9987-6c92bf21cf9b,2017-12-12 00:00:00,14000.0,2,2018-02-13 00:00:00,2018-02-04 00:00:00,0,0
33560522,6ebbbe1a-b1f1-4426-9356-df24004e4506,2017-12-05 00:00:00,50000.0,1,2018-01-06 00:00:00,2018-01-04 00:00:00,0,0
25018177,6ebbbe1a-b1f1-4426-9356-df24004e4506,2017-09-03 00:00:00,20000.0,3,2017-12-04 00:00:00,2017-12-03 00:00:00,1,0
18585745,76cfa58d-831e-11e6-9007-ecf4bbdeffbc,2017-06-21 00:00:00,10000.0,6,2017-12-22 00:00:00,2017-11-30 00:00:00,0,0
40751465,773bd708-d88b-4be9-9453-515e2bd1f8ff,2018-01-22 00:00:00,50000.0,12,2019-01-25 00:00:00,2018-03-21 00:00:00,0,0
26771486,77862abf-dec1-11e5-801b-6c92bf21cf9b,2017-09-24 00:00:00,50000.0,1,2017-10-25 00:00:00,2017-10-24 00:00:00,0,0
34505795,78c9ee8e-e302-49e2-9daa-ed8fbd4e6cd7,2017-12-12 00:00:00,10000.0,3,2018-03-13 00:00:00,2018-03-12 00:00:00,0,0
21646456,78cefeac-2f94-11e7-8008-7cd30ab49c9c,2017-07-27 00:00:00,5000.0,3,2017-10-28 00:00:00,2017-10-28 00:00:00,1,1
29506335,7a155b60-0abb-11e6-9180-ecf4bbdede50,2017-10-26 00:00:00,66000.0,1,2017-11-27 00:00:00,2017-11-25 00:00:00,0,0
45784517,7cc62404-e70e-442e-bf4b-af311559463e,2018-03-26 00:00:00,1000.0,12,2019-03-27 00:00:00,2018-03-27 00:00:00,0,0
29410489,7cc62404-e70e-442e-bf4b-af311559463e,2017-10-25 00:00:00,10000.0,6,2018-04-26 00:00:00,2018-03-25 00:00:00,3,2
18792825,801b3a64-b377-46f6-8c6a-43350e2f9e6b,2017-06-23 00:00:00,8000.0,6,2017-12-24 00:00:00,2017-12-23 00:00:00,4,3
23226690,86467288-b944-11e6-9007-ecf4bbdeffbc,2017-08-15 00:00:00,10000.0,6,2018-02-16 00:00:00,2018-02-16 00:00:00,5,4
28178952,8f458b29-d899-465c-a739-c76364f3d1d2,2017-10-12 00:00:00,8000.0,3,2018-01-13 00:00:00,2017-11-15 00:00:00,0,0
31491518,8f458b29-d899-465c-a739-c76364f3d1d2,2017-11-17 00:00:00,3000.0,3,2018-02-18 00:00:00,2017-11-18 00:00:00,0,0
31837365,8f458b29-d899-465c-a739-c76364f3d1d2,2017-11-21 00:00:00,8000.0,3,2018-02-22 00:00:00,2017-12-26 00:00:00,0,0
36418113,8f458b29-d899-465c-a739-c76364f3d1d2,2017-12-27 00:00:00,8000.0,3,2018-03-28 00:00:00,2018-03-28 00:00:00,1,0
21961627,90cbcc2c-636e-11e6-9007-ecf4bbdeffbc,2017-07-31 00:00:00,6000.0,3,2017-11-01 00:00:00,2017-11-01 00:00:00,2,1
32174966,91be2200-ffe5-11e6-be5d-ecf4bbdede50,2017-11-24 00:00:00,50000.0,1,2017-12-25 00:00:00,2017-12-24 00:00:00,0,0
28451119,91c98d6a-9792-11e6-9007-ecf4bbdeffbc,2017-10-16 00:00:00,9000.0,2,2017-12-17 00:00:00,2017-12-19 00:00:00,0,0
20724418,91c98d6a-9792-11e6-9007-ecf4bbdeffbc,2017-07-14 00:00:00,5000.0,3,2017-10-15 00:00:00,2017-10-15 00:00:00,1,1
35699615,91c98d6a-9792-11e6-9007-ecf4bbdeffbc,2017-12-21 00:00:00,10000.0,2,2018-02-22 00:00:00,2018-02-21 00:00:00,0,0
39937001,927aced5-9987-47d8-9f2e-18ead7ca7463,2018-01-12 00:00:00,50000.0,1,2018-02-17 00:00:00,2018-02-12 00:00:00,0,0
18858617,950aa005-b2f3-11e6-9007-ecf4bbdeffbc,2017-06-24 00:00:00,14000.0,6,2017-12-25 00:00:00,2017-11-04 00:00:00,0,0
23744043,99c1dfcb-a14a-4cbd-89b9-b2ca69f1df98,2017-08-20 00:00:00,3000.0,6,2018-02-26 00:00:00,2018-01-26 00:00:00,4,3
29720416,9cbb0fa1-785a-4695-9d45-c9e3bcda94ed,2017-10-29 00:00:00,20000.0,3,2018-01-30 00:00:00,2018-01-30 00:00:00,2,1
34982843,9f7eaa79-3fac-423f-ad19-bfd874fde16d,2017-12-15 00:00:00,5000.0,3,2018-03-17 00:00:00,2018-03-16 00:00:00,1,0
42118741,9fd8880e-2d4a-4e88-a4ff-9b7ef612b3e9,2018-02-03 00:00:00,5000.0,12,2019-02-12 00:00:00,2018-02-18 00:00:00,0,0
22875020,a62197bb-1def-11e7-bf3b-008cfae27c4c,2017-08-11 00:00:00,3000.0,6,2018-02-12 00:00:00,2017-12-16 00:00:00,3,2
29856288,aa23e770-29d9-4763-a4a9-630d4d141962,2017-10-30 00:00:00,13000.0,1,2017-12-01 00:00:00,2017-12-07 00:00:00,0,0
35457678,aa23e770-29d9-4763-a4a9-630d4d141962,2017-12-19 00:00:00,10000.0,1,2018-01-20 00:00:00,2018-01-15 00:00:00,0,0
21054025,ab80c8de-2fe8-11e7-8008-7cd30ab49c9c,2017-07-19 00:00:00,5000.0,6,2018-01-20 00:00:00,2017-11-21 00:00:00,3,2
35482755,ae9730ce-0ebf-43ab-bde4-026dde096d5a,2017-12-19 00:00:00,50000.0,4,2018-04-22 00:00:00,2018-03-05 00:00:00,0,0
26067407,ae9730ce-0ebf-43ab-bde4-026dde096d5a,2017-09-15 00:00:00,15000.0,3,2017-12-19 00:00:00,2017-12-19 00:00:00,1,1
44299925,ae9730ce-0ebf-43ab-bde4-026dde096d5a,2018-03-05 00:00:00,10000.0,6,2018-09-07 00:00:00,2018-03-24 00:00:00,0,0
39116157,af868a3d-3467-4941-b540-284c88bd88b2,2018-01-06 00:00:00,16000.0,6,2018-07-07 00:00:00,2018-02-11 00:00:00,0,0
26053482,b042ad32-10bf-4a7e-992f-0614948a6e22,2017-09-15 00:00:00,3000.0,6,2018-03-16 00:00:00,2018-03-16 00:00:00,4,3
20645588,b6ff36ef-b253-435f-8196-2cf43b7022e3,2017-07-14 00:00:00,8000.0,6,2018-01-20 00:00:00,2017-12-27 00:00:00,4,3
18812992,b8ac8dbe-952a-11e6-9007-ecf4bbdeffbc,2017-06-23 00:00:00,25000.0,12,2018-06-25 00:00:00,2018-03-30 00:00:00,1,0
22549130,bcd874c3-331e-4de9-9802-c16e9b8b50b9,2017-08-08 00:00:00,8000.0,3,2017-11-09 00:00:00,2017-11-08 00:00:00,1,0
42399185,bf97e11f-ce02-43ce-91a9-0153d4e9eca8,2018-02-04 00:00:00,1000.0,12,2019-02-05 00:00:00,2018-03-26 00:00:00,0,0
46023213,bf97e11f-ce02-43ce-91a9-0153d4e9eca8,2018-03-28 00:00:00,1000.0,6,2018-09-30 00:00:00,2018-03-31 00:00:00,0,0
36289423,c3cbf59d-6918-11e6-9007-ecf4bbdeffbc,2017-12-26 00:00:00,36000.0,6,2018-06-27 00:00:00,2018-02-05 00:00:00,0,0
22454037,c3cbf59d-6918-11e6-9007-ecf4bbdeffbc,2017-08-07 00:00:00,21000.0,6,2018-02-08 00:00:00,2017-09-08 00:00:00,0,0
27617347,c3cbf59d-6918-11e6-9007-ecf4bbdeffbc,2017-10-06 00:00:00,27000.0,6,2018-04-07 00:00:00,2017-12-25 00:00:00,0,0
18877553,c3cbf59d-6918-11e6-9007-ecf4bbdeffbc,2017-06-24 00:00:00,15000.0,3,2017-09-25 00:00:00,2017-08-05 00:00:00,0,0
20777195,c44d6d98-09f0-4058-bdef-f4c601154114,2017-07-15 00:00:00,8000.0,3,2017-10-20 00:00:00,2017-10-22 00:00:00,1,1
29502967,c632f4be-c4f9-11e6-9007-ecf4bbdeffbc,2017-10-26 00:00:00,20000.0,4,2018-02-27 00:00:00,2018-02-08 00:00:00,0,0
30290186,c6fbd5ad-d80d-11e6-9007-ecf4bbdeffbc,2017-11-04 00:00:00,130000.0,3,2018-02-07 00:00:00,2018-02-06 00:00:00,0,0
19272063,c6fbd5ad-d80d-11e6-9007-ecf4bbdeffbc,2017-06-29 00:00:00,50000.0,3,2017-09-30 00:00:00,2017-10-01 00:00:00,0,0
27453198,c6fbd5ad-d80d-11e6-9007-ecf4bbdeffbc,2017-10-03 00:00:00,100000.0,1,2017-11-04 00:00:00,2017-11-03 00:00:00,0,0
42658947,c6fbd5ad-d80d-11e6-9007-ecf4bbdeffbc,2018-02-06 00:00:00,50000.0,6,2018-08-08 00:00:00,2018-02-10 00:00:00,0,0
18822002,c7962c1d-b300-11e5-9987-6c92bf21cf9b,2017-06-23 00:00:00,5000.0,6,2017-12-26 00:00:00,2017-12-26 00:00:00,0,0
43261042,c7f13959-b300-11e5-9987-6c92bf21cf9b,2018-02-14 00:00:00,49000.0,1,2018-03-15 00:00:00,2018-03-14 00:00:00,0,0
31805398,c86e47fb-6f1e-4c8c-af54-9eefe529abb3,2017-11-21 00:00:00,10000.0,6,2018-05-22 00:00:00,2017-12-01 00:00:00,0,0
37167458,ca0cf155-b300-11e5-9987-6c92bf21cf9b,2018-01-02 00:00:00,50000.0,1,2018-02-03 00:00:00,2018-01-28 00:00:00,0,0
33106782,ca0cf155-b300-11e5-9987-6c92bf21cf9b,2017-12-01 00:00:00,100000.0,1,2018-01-02 00:00:00,2018-01-01 00:00:00,0,0
21512030,ca767ea5-b300-11e5-9987-6c92bf21cf9b,2017-07-25 00:00:00,10000.0,6,2018-01-26 00:00:00,2017-11-05 00:00:00,0,0
28185231,cbe0590f-2334-11e7-8008-7cd30ab49c9c,2017-10-13 00:00:00,200000.0,3,2018-01-25 00:00:00,2018-01-25 00:00:00,0,0
19799767,cc035991-b300-11e5-9987-6c92bf21cf9b,2017-07-05 00:00:00,56000.0,6,2018-01-07 00:00:00,2018-01-07 00:00:00,0,0
24208770,cc0fb832-b300-11e5-9987-6c92bf21cf9b,2017-08-25 00:00:00,3000.0,6,2018-02-26 00:00:00,2018-02-26 00:00:00,2,1
21509875,df18375c-fc9c-11e5-9180-ecf4bbdede50,2017-07-25 00:00:00,5000.0,6,2018-01-28 00:00:00,2017-12-08 00:00:00,3,2
42810949,e2431d18-375b-11e6-9007-ecf4bbdeffbc,2018-02-08 00:00:00,10000.0,6,2018-08-09 00:00:00,2018-03-05 00:00:00,0,0
21920046,e2431d18-375b-11e6-9007-ecf4bbdeffbc,2017-07-31 00:00:00,1000.0,6,2018-02-01 00:00:00,2017-08-27 00:00:00,0,0
26124960,e2b84b5e-5bf8-400b-a1a2-8b3e31c56071,2017-09-16 00:00:00,5000.0,6,2018-03-25 00:00:00,2018-02-03 00:00:00,2,0
31715393,e35b6831-2923-48a8-8bbd-3e08b2acf985,2017-11-20 00:00:00,50000.0,3,2018-02-21 00:00:00,2018-02-20 00:00:00,0,0
24594495,ec619dc3-d535-11e5-801b-6c92bf21cf9b,2017-08-29 00:00:00,10000.0,3,2017-12-10 00:00:00,2017-12-09 00:00:00,0,0
24895541,ecac6393-cc02-11e6-9007-ecf4bbdeffbc,2017-09-02 00:00:00,12000.0,6,2018-03-03 00:00:00,2018-03-03 00:00:00,0,0
40751264,ed0ffcea-ac9e-4714-9fb7-dd9dc6665eb9,2018-01-21 00:00:00,1000.0,3,2018-04-24 00:00:00,2018-01-24 00:00:00,0,0
23224624,ef5c6bc2-fa6f-11e6-9007-ecf4bbdeffbc,2017-08-15 00:00:00,90000.0,3,2017-11-16 00:00:00,2017-11-15 00:00:00,0,0
20081240,f10c9e5a-7340-11e6-9007-ecf4bbdeffbc,2017-07-09 00:00:00,50000.0,12,2018-07-10 00:00:00,2018-01-05 00:00:00,0,0
22824060,f3fc6da3-5627-421b-89e0-2190fc2e756c,2017-08-10 00:00:00,3000.0,6,2018-02-12 00:00:00,2018-02-12 00:00:00,5,4
27374017,f56332d7-e140-11e6-9007-ecf4bbdeffbc,2017-10-02 00:00:00,20000.0,6,2018-04-05 00:00:00,2018-02-09 00:00:00,0,0
25167559,fb100efc-4051-11e7-bd48-70106fb1fcca,2017-09-05 00:00:00,15000.0,3,2017-12-06 00:00:00,2017-12-05 00:00:00,1,0
34340179,fdc49074-dcdf-4a90-a37c-09b824b2a46b,2017-12-11 00:00:00,8000.0,3,2018-03-14 00:00:00,2018-03-14 00:00:00,1,0
37164615,04ec7aff-d23f-480c-9c8e-a694f8bde181,2018-01-02 00:00:00,10000.0,6,2018-07-03 00:00:00,2018-01-19 00:00:00,0,0
18387191,063804b3-1511-11e7-9936-008cfae57a48,2017-06-19 00:00:00,5000.0,6,2017-12-20 00:00:00,2017-11-25 00:00:00,4,3
24393332,0a9f1e1b-b55c-4080-a72a-9f5d213987e9,2017-08-27 00:00:00,5000.0,3,2017-11-29 00:00:00,2017-11-29 00:00:00,2,1
33233923,0a9f1e1b-b55c-4080-a72a-9f5d213987e9,2017-12-03 00:00:00,50000.0,3,2018-03-04 00:00:00,2018-03-05 00:00:00,0,0
30837952,0b2b69e6-c02c-4490-8b88-e00d6124aafd,2017-11-10 00:00:00,6000.0,6,2018-05-11 00:00:00,2018-03-05 00:00:00,2,1
29621002,0dc81da3-f4ca-41d0-9838-85f7dc8f42fa,2017-10-27 00:00:00,5000.0,3,2018-01-28 00:00:00,2018-01-28 00:00:00,2,1
41726478,0dc81da3-f4ca-41d0-9838-85f7dc8f42fa,2018-01-30 00:00:00,5000.0,3,2018-04-28 00:00:00,2018-02-04 00:00:00,0,0
42404295,0dc81da3-f4ca-41d0-9838-85f7dc8f42fa,2018-02-05 00:00:00,5000.0,12,2019-02-06 00:00:00,2018-03-12 00:00:00,0,0
28380748,0e7dab07-345b-11e6-9007-ecf4bbdeffbc,2017-10-15 00:00:00,8000.0,6,2018-04-16 00:00:00,2018-01-14 00:00:00,0,0
21439579,0ef96859-03a2-11e6-9180-ecf4bbdede50,2017-07-24 00:00:00,10000.0,4,2017-11-25 00:00:00,2017-11-25 00:00:00,0,0
20193743,114d64c7-cf2c-11e6-9007-ecf4bbdeffbc,2017-07-10 00:00:00,8000.0,3,2017-10-11 00:00:00,2017-08-01 00:00:00,0,0
22021413,114d64c7-cf2c-11e6-9007-ecf4bbdeffbc,2017-08-01 00:00:00,5000.0,3,2017-11-02 00:00:00,2017-11-01 00:00:00,1,0
23376418,1b318766-7230-41ca-a5b8-dd641a6b1b76,2017-08-17 00:00:00,8000.0,6,2018-02-18 00:00:00,2017-11-26 00:00:00,2,1
30135609,1c868958-d381-49c2-acf7-a13cfca17050,2017-11-03 00:00:00,50000.0,3,2018-02-05 00:00:00,2018-02-03 00:00:00,0,0
22963430,1f7e4c95-5dce-4e2f-ba1c-876ba1fc5580,2017-08-12 00:00:00,8000.0,6,2018-02-13 00:00:00,2017-11-28 00:00:00,2,1
30300025,1f9aac91-4c25-11e7-bd48-70106fb1fcca,2017-11-04 00:00:00,15000.0,3,2018-02-05 00:00:00,2018-02-05 00:00:00,2,1
19085926,244c4959-06cf-11e6-9180-ecf4bbdede50,2017-06-27 00:00:00,20000.0,12,2018-06-28 00:00:00,2017-10-28 00:00:00,0,0
43260011,244c4959-06cf-11e6-9180-ecf4bbdede50,2018-02-14 00:00:00,48000.0,1,2018-03-15 00:00:00,2018-03-14 00:00:00,0,0
29743674,244c4959-06cf-11e6-9180-ecf4bbdede50,2017-10-29 00:00:00,35000.0,12,2018-10-30 00:00:00,2018-02-14 00:00:00,0,0
33867471,24d0b0a1-472c-11e6-9007-ecf4bbdeffbc,2017-12-07 00:00:00,65000.0,3,2018-03-08 00:00:00,2018-03-07 00:00:00,0,0
21447800,24d0b0a1-472c-11e6-9007-ecf4bbdeffbc,2017-07-24 00:00:00,30000.0,3,2017-10-25 00:00:00,2017-10-26 00:00:00,0,0
39877913,256dc38b-836e-46f5-a6c8-7c9fb25b53d1,2018-01-12 00:00:00,3000.0,6,2018-07-13 00:00:00,2018-02-07 00:00:00,0,0
30361177,256dc38b-836e-46f5-a6c8-7c9fb25b53d1,2017-11-05 00:00:00,5000.0,6,2018-05-06 00:00:00,2017-12-02 00:00:00,0,0
22003376,25a3f541-dacc-11e5-801b-6c92bf21cf9b,2017-08-01 00:00:00,5000.0,6,2018-02-03 00:00:00,2017-12-11 00:00:00,0,0
42984440,26713164-12c9-43c3-bb24-710ca0b30da3,2018-02-12 00:00:00,4000.0,12,2019-02-13 00:00:00,2018-03-12 00:00:00,0,0
21303139,2b80e60d-2b16-4d6a-9f0a-5798d82122b1,2017-07-22 00:00:00,8000.0,6,2018-01-23 00:00:00,2018-01-23 00:00:00,5,4
32683848,31290a5e-f770-4279-86cc-42b76dfc3d5f,2017-11-28 00:00:00,5000.0,3,2018-02-28 00:00:00,2018-02-28 00:00:00,1,1
32998038,3480800c-1ab3-11e7-bf3b-008cfae27c4c,2017-12-01 00:00:00,32000.0,3,2018-03-07 00:00:00,2018-03-04 00:00:00,0,0
30941861,3787b5ea-465b-4128-a8b9-bc885a975b58,2017-11-11 00:00:00,5000.0,6,2018-05-12 00:00:00,2018-03-14 00:00:00,2,2
26882190,39d0c1e9-0aef-11e6-9180-ecf4bbdede50,2017-09-25 00:00:00,40000.0,4,2018-01-26 00:00:00,2017-11-26 00:00:00,0,0
36793679,39d0c1e9-0aef-11e6-9180-ecf4bbdede50,2017-12-30 00:00:00,60000.0,1,2018-02-01 00:00:00,2018-01-31 00:00:00,0,0
30330211,3d65f63e-2eff-11e7-8008-7cd30ab49c9c,2017-11-05 00:00:00,3000.0,6,2018-05-06 00:00:00,2018-01-26 00:00:00,1,0
19004439,3d9cd438-06d0-11e6-9180-ecf4bbdede50,2017-06-26 00:00:00,29000.0,1,2017-07-29 00:00:00,2017-08-04 00:00:00,0,0
